Carat Weight,Color,Clarity,Depth,Table,Cut,Report,Price
1.01,J,VS2,61.7,60,Excellent,GIA,4000
1.01,J,VS2,63.1,57,Very Good,GIA,4000
1.01,K,VVS2,63.1,59,Very Good,GIA,4000
1.01,J,VS2,62.8,58,Excellent,GIA,4000
1.01,I,SI1,59.9,62,Very Good,GIA,4000
0.72,E,VVS1,62.4,56,Excellent,GIA,4001
1.09,J,SI1,62.4,57,Very Good,GIA,4001
1.17,K,SI1,62.5,56,Excellent,GIA,4001
1.05,I,SI2,61.4,57,Very Good,GIA,4001
1.04,G,SI2,61,60,Excellent,GIA,4002
0.96,E,SI2,61.5,60,Very Good,GIA,4002
1.13,I,SI2,59.1,63,Very Good,GIA,4002
1.09,K,VVS2,62.8,60,Very Good,GIA,4003
1.11,J,SI1,61.4,60,Excellent,GIA,4003
0.8,H,IF,62.7,57,Excellent,GIA,4003
0.8,G,VVS1,61.7,56,Ideal,GIA,4003
1,I,SI1,63.4,61,Good,GIA,4004
1,I,SI1,60.5,59,Excellent,GIA,4004
1,I,SI1,62.9,60,Good,GIA,4004
1,I,SI1,61.8,55,Excellent,GIA,4004
1,I,SI1,63.7,64,Good,GIA,4004
0.91,E,SI1,61.3,59,Very Good,GIA,4006
0.97,H,SI1,61.7,59,Excellent,GIA,4007
1.01,I,SI2,62.2,56,Very Good,GIA,4007
1.01,I,SI2,60.2,62,Very Good,GIA,4007
1.01,I,SI2,62.1,55,Very Good,GIA,4007
1.01,J,SI1,61.3,57,Ideal,GIA,4007
1.01,I,SI2,59.9,59,Very Good,GIA,4007
1.01,I,SI2,58.7,62,Very Good,GIA,4007
0.92,F,SI1,62.6,58,Excellent,GIA,4008
0.9,E,SI1,62.2,56,Very Good,GIA,4067
1.03,I,SI1,60.2,58,Excellent,GIA,4067
1.02,G,SI2,62.9,56,Excellent,GIA,4067
1.01,H,SI2,62,57,Excellent,GIA,4068
1.21,I,SI2,59,61,Very Good,GIA,4069
1,H,SI2,60.3,59,Very Good,GIA,4070
1.01,I,SI1,59.7,59,Excellent,GIA,4071
1.01,H,SI2,60.9,59,Excellent,GIA,4072
1.01,I,SI1,62.7,59,Very Good,GIA,4072
1.01,I,SI1,62.5,59,Very Good,GIA,4072
1.01,G,SI2,64,58,Very Good,GIA,4072
1.01,K,VS1,60.7,59,Excellent,GIA,4072
0.91,H,VS1,62.8,59,Very Good,GIA,4073
0.91,G,SI1,61.7,56,Excellent,GIA,4073
1.2,K,VS2,61.8,58,Very Good,GIA,4074
1.03,H,SI1,62.8,56,Very Good,GIA,4074
1,J,VS2,61.1,63,Very Good,GIA,4074
1,F,SI2,61.5,58,Very Good,GIA,4076
1.02,I,SI2,62.4,57,Excellent,GIA,4076
1,I,SI1,59.7,59,Very Good,GIA,4077
1,I,SI1,59.4,58,Very Good,GIA,4077
1,I,SI1,64.1,54,Good,GIA,4077
1.01,J,VS1,64.1,54,Very Good,GIA,4077
1.01,G,SI2,60.6,58,Very Good,GIA,4077
1.01,G,SI2,60.9,64,Good,GIA,4077
0.9,D,SI1,62.6,57,Very Good,GIA,4135
1,H,SI1,61,61,Very Good,GIA,4135
1.11,I,SI2,60,59,Very Good,GIA,4136
1.13,I,SI2,61.4,56,Ideal,GIA,4136
1.01,H,SI2,60.8,58,Excellent,GIA,4136
0.76,G,IF,62.3,57,Excellent,GIA,4136
1.09,F,SI2,62.3,58,Very Good,GIA,4137
1.1,I,SI2,61.4,57,Excellent,GIA,4137
1.09,J,SI1,61.8,58,Good,GIA,4137
0.9,H,VS1,61.6,56,Excellent,GIA,4137
0.9,H,VS1,62.8,57,Excellent,GIA,4137
0.91,E,SI1,60.9,59,Excellent,GIA,4137
0.66,D,VVS1,62.2,58,Excellent,GIA,4138
1.04,H,SI1,63.2,57,Very Good,GIA,4138
0.91,E,SI1,62.5,59,Very Good,GIA,4138
0.57,D,IF,62.1,56,Excellent,GIA,4139
0.77,F,VVS2,62.5,55,Excellent,GIA,4139
1.03,I,SI2,60,56,Excellent,AGS,4139
1.02,H,SI2,61.4,56,Ideal,GIA,4139
1.12,J,VS2,62.7,56,Very Good,GIA,4140
1.1,J,VS2,60.8,59,Excellent,GIA,4140
1,J,VS2,59.3,61,Very Good,GIA,4140
1.01,I,SI2,62.7,56,Very Good,GIA,4140
1.01,J,SI1,63.1,60,Good,GIA,4140
1.01,G,SI1,63.5,56,Very Good,GIA,4140
0.72,D,VVS1,61.4,58,Excellent,GIA,4204
0.91,H,VS1,62.4,56,Excellent,GIA,4204
1.05,H,SI2,61.7,58,Very Good,GIA,4204
0.91,F,VS2,62.1,61,Very Good,GIA,4204
0.91,F,VS2,62.2,57,Very Good,GIA,4204
0.81,G,VVS1,62.1,57,Excellent,GIA,4205
0.81,G,VVS1,61.7,55,Ideal,GIA,4205
1.06,E,SI2,59.9,64,Good,GIA,4205
0.8,D,VS1,59.6,60,Very Good,GIA,4205
1,G,SI2,64.1,55,Very Good,GIA,4206
1.06,J,SI1,58.8,60,Excellent,GIA,4206
1.11,J,VS1,63.6,57,Very Good,GIA,4206
1.11,G,SI2,63.7,57,Very Good,GIA,4206
1.11,G,SI2,62,57,Very Good,GIA,4206
1.08,H,SI2,60.6,61,Very Good,GIA,4207
1.26,I,SI2,60.4,58,Excellent,GIA,4207
0.9,G,VS2,63.9,58,Very Good,GIA,4208
1,H,SI2,60.6,60,Good,GIA,4208
1.06,K,VS1,62.2,58,Excellent,GIA,4208
1.07,J,SI1,61.4,59,Excellent,GIA,4208
0.9,F,SI1,62.7,57,Excellent,GIA,4208
1.04,G,SI2,62.1,57,Excellent,GIA,4210
0.92,H,VS2,62.4,60,Excellent,GIA,4210
1.01,H,SI2,61.2,56,Ideal,GIA,4211
1.01,H,SI2,60.7,59,Very Good,GIA,4211
0.93,D,SI1,64.1,56,Very Good,GIA,4273
0.59,D,IF,62.1,57,Excellent,GIA,4273
1,G,SI2,62.8,58,Very Good,GIA,4273
1.04,G,SI2,60.4,59,Very Good,GIA,4273
1.05,J,VS2,63,59,Very Good,GIA,4273
1.14,J,SI2,63.3,56,Very Good,GIA,4275
0.75,D,VS1,61.9,56,Ideal,GIA,4275
1,H,SI1,61.6,61,Very Good,GIA,4275
1.07,I,SI1,62.3,59,Very Good,GIA,4275
0.9,F,SI1,60.6,58,Excellent,GIA,4275
0.9,F,SI1,62.1,58,Excellent,GIA,4275
1.15,K,VVS1,58.4,65,Very Good,GIA,4276
1.06,I,SI1,62.4,59,Very Good,GIA,4276
0.92,G,VS2,62.3,57,Very Good,GIA,4276
1.08,K,VVS2,62,58,Very Good,GIA,4277
0.9,F,VS2,61.9,59,Very Good,GIA,4277
1.08,J,VS2,62.7,56,Very Good,GIA,4277
1.01,I,SI1,62.3,56,Excellent,GIA,4277
1.01,H,VS1,61.4,64,Good,GIA,4277
1.01,I,VS2,62.5,59,Good,GIA,4277
1.01,I,VS2,63.7,58,Very Good,GIA,4277
1.01,I,VS2,63.4,60,Good,GIA,4277
1.01,G,SI2,61.9,60,Very Good,GIA,4277
0.79,F,VVS2,60.3,60,Excellent,GIA,4278
1.07,H,SI2,62.7,60,Excellent,GIA,4278
0.93,D,SI2,62,56,Excellent,GIA,4338
0.81,F,VVS2,59.4,59,Excellent,GIA,4338
1.06,H,SI2,60.1,59,Excellent,GIA,4338
1,H,SI1,58.6,63,Good,GIA,4338
1.01,F,SI2,61.3,59,Very Good,GIA,4338
1.04,H,SI2,62.5,59,Very Good,GIA,4339
0.8,E,VS1,60.7,61,Excellent,GIA,4339
0.8,E,VS1,62.4,57,Excellent,GIA,4339
1.07,H,SI2,62.1,56,Very Good,GIA,4339
0.76,D,VVS2,62.2,56,Excellent,GIA,4341
0.8,F,VVS2,62.1,56,Excellent,GIA,4341
0.8,F,VVS1,63.5,58,Very Good,GIA,4341
0.72,E,IF,62.2,56,Excellent,GIA,4341
1.08,J,SI1,62,59,Excellent,GIA,4342
1.07,H,SI2,61,60,Excellent,AGS,4342
0.97,G,SI1,59,60,Very Good,GIA,4342
0.94,F,VS2,63.3,58,Very Good,GIA,4343
1.16,J,SI1,62.2,58,Very Good,GIA,4344
1.16,I,SI2,62.8,58,Very Good,GIA,4344
1.03,G,SI2,62.1,54,Excellent,GIA,4344
1.01,F,SI2,58.9,61,Very Good,GIA,4344
1,H,SI1,63.2,54,Very Good,GIA,4345
1.07,J,SI1,61.1,59,Excellent,GIA,4345
0.7,E,IF,62.7,56,Excellent,GIA,4346
1.14,I,SI2,61.1,57,Ideal,GIA,4346
0.7,D,VVS1,60.5,60,Very Good,GIA,4413
1.22,K,SI1,61.8,57,Ideal,GIA,4415
1.08,H,SI2,63.8,58,Very Good,GIA,4415
0.91,I,IF,62.1,59,Excellent,GIA,4415
1.05,G,SI2,62.7,56,Excellent,GIA,4415
1.05,G,SI2,63.7,56,Very Good,GIA,4416
1,J,VS2,62.2,62,Very Good,GIA,4416
0.96,G,SI1,62.2,58,Excellent,GIA,4416
1.01,G,SI2,61.8,58,Very Good,GIA,4416
1.01,J,VS1,62.2,56,Very Good,GIA,4416
1.01,J,VS1,62,59,Very Good,GIA,4416
1.01,J,VS1,62.7,59,Very Good,GIA,4416
1.01,G,SI2,62.7,54,Very Good,GIA,4416
1.01,G,SI2,62.4,57,Excellent,GIA,4416
1.01,G,SI2,57.7,59,Good,GIA,4416
1,F,SI2,61.9,55,Excellent,GIA,4416
1,I,VS2,58.7,58,Very Good,GIA,4416
1,H,SI1,60.6,58,Very Good,GIA,4417
1,H,SI1,62.4,54,Very Good,GIA,4417
1.01,F,SI2,60.1,58,Excellent,GIA,4417
1.01,F,SI2,62.4,55,Excellent,GIA,4417
1.23,J,SI2,62.1,59,Very Good,GIA,4418
1.35,K,SI2,62.7,59,Very Good,GIA,4418
1.05,H,SI2,61.1,57,Excellent,GIA,4418
1,E,SI1,63.8,61,Very Good,GIA,4419
1.08,I,SI1,62.2,62,Very Good,GIA,4482
1.01,I,SI1,62.8,60,Very Good,GIA,4482
1.06,H,SI2,63.6,56,Very Good,GIA,4482
0.82,D,VS1,62.4,56,Excellent,GIA,4482
0.77,E,VVS2,61.3,58,Excellent,GIA,4483
1.15,K,VS1,63.3,58,Very Good,GIA,4483
0.74,D,VVS2,62,57,Excellent,GIA,4484
0.92,I,IF,61.9,57,Excellent,GIA,4484
1.01,K,IF,62.6,57,Very Good,GIA,4484
1.03,G,SI2,61,55,Ideal,GIA,4484
1.03,G,SI2,62.4,57,Excellent,GIA,4484
1.12,I,SI1,62.5,57,Very Good,GIA,4484
1.1,I,SI1,63,57,Very Good,GIA,4484
0.9,E,VS2,62.6,58,Very Good,GIA,4485
1.11,I,SI1,61.6,60,Very Good,GIA,4485
1.23,J,SI1,61.8,57,Very Good,GIA,4485
0.9,H,VS1,63,59,Very Good,GIA,4486
1.03,H,SI2,62.3,57,Excellent,GIA,4486
1.03,G,SI2,61.9,57,Excellent,GIA,4486
1.03,G,SI2,62.9,55,Very Good,GIA,4486
1.03,I,VS2,59.6,61,Very Good,GIA,4487
1.03,F,SI2,62.6,56,Excellent,GIA,4487
1.02,H,SI2,59.4,59,Excellent,GIA,4487
1.06,I,SI1,62.4,58,Very Good,GIA,4487
1.07,I,SI1,60.3,58,Excellent,GIA,4487
0.8,F,VVS2,60.7,57,Ideal,GIA,4550
1.25,J,SI2,62.1,58,Excellent,GIA,4550
0.83,F,VVS2,62.1,58,Excellent,GIA,4551
0.83,F,VVS2,62.6,56,Excellent,GIA,4551
1.04,F,SI2,62.9,57,Very Good,GIA,4551
1.01,H,SI1,63.7,57,Very Good,GIA,4552
0.9,E,SI1,62,58,Excellent,GIA,4552
0.9,E,SI1,62.8,58,Very Good,GIA,4552
0.9,E,SI1,62,54,Excellent,GIA,4552
1.06,G,SI2,61.1,58,Excellent,GIA,4552
0.96,H,VS2,59.4,61,Very Good,GIA,4553
0.71,D,VVS2,61.9,58,Excellent,GIA,4553
0.9,E,VS2,62.9,57,Very Good,GIA,4553
0.9,E,VS2,63.2,58,Very Good,GIA,4553
0.9,E,VS2,63,56,Very Good,GIA,4553
1.01,G,SI2,61.7,58,Excellent,GIA,4553
0.9,F,SI1,62.4,58,Excellent,GIA,4554
1,F,SI2,62.2,62,Good,GIA,4554
1.25,I,SI2,63,59,Very Good,GIA,4554
1.2,J,SI1,61.6,56,Excellent,AGS,4554
1.2,J,SI1,60.3,59,Excellent,GIA,4554
1,J,VVS2,61.5,60,Excellent,GIA,4554
1,J,VVS2,61.8,59,Excellent,GIA,4554
1.02,H,SI1,62.3,55,Very Good,GIA,4555
1.02,H,SI1,62.7,56,Very Good,GIA,4555
1.03,G,SI2,62.4,56,Excellent,GIA,4624
1.04,I,SI1,59.4,59,Excellent,GIA,4624
0.91,G,VVS2,63.5,57,Very Good,GIA,4625
0.91,F,VS2,59.4,60,Excellent,GIA,4625
0.91,D,VS2,63.3,58,Good,GIA,4625
0.9,F,VS1,61.8,55,Very Good,GIA,4625
1.01,H,SI1,60.3,59,Excellent,GIA,4625
1,I,VS1,61.7,61,Good,GIA,4626
1.01,E,SI2,63.4,57,Very Good,GIA,4627
1.27,I,SI2,63.4,55,Very Good,GIA,4627
0.9,F,VS2,62.2,57,Excellent,GIA,4627
0.81,D,VS2,61.7,58,Excellent,GIA,4628
1.11,H,SI2,62,56,Excellent,GIA,4628
1.11,H,SI2,62.9,58,Very Good,GIA,4628
1.01,I,SI1,63,57,Very Good,GIA,4628
1.1,H,SI2,60.6,61,Very Good,GIA,4628
1,E,SI2,61.5,58,Very Good,GIA,4628
1.01,H,SI1,62.3,57,Very Good,GIA,4628
1.11,H,SI2,62.2,56,Excellent,GIA,4628
0.9,E,SI1,62.6,57,Excellent,GIA,4629
0.75,E,IF,62.2,56,Excellent,GIA,4629
1.07,F,SI2,62.1,55,Excellent,GIA,4629
0.74,F,IF,61.7,56,Ideal,GIA,4629
0.91,D,SI1,59,61,Very Good,GIA,4630
1,G,SI1,60.3,61,Very Good,GIA,4630
1.21,J,SI1,62.3,57,Excellent,GIA,4695
1.06,E,SI2,61.7,59,Excellent,GIA,4696
1.2,J,VS2,63.2,59,Very Good,GIA,4696
1.06,G,SI2,61.8,56,Ideal,GIA,4697
1,G,SI1,62.6,56,Excellent,GIA,4697
1,G,SI1,59.8,55,Very Good,GIA,4697
1,G,SI1,59.1,59,Good,GIA,4697
1,G,SI1,62.6,59,Very Good,GIA,4697
1.01,E,SI1,63.4,59,Very Good,GIA,4698
1.07,G,SI2,60.9,56,Ideal,GIA,4698
1,E,SI2,58.5,59,Very Good,GIA,4698
1,H,SI1,61.5,60,Excellent,GIA,4698
1,H,SI1,61.3,60,Very Good,GIA,4698
1.38,J,SI2,60.7,57,Very Good,GIA,4700
1.09,G,SI2,63,57,Excellent,GIA,4700
1.01,H,SI2,61.2,59,Excellent,GIA,4700
1.22,J,SI2,61.7,58,Very Good,GIA,4700
1,D,SI1,60.8,63,Good,GIA,4701
1.01,G,SI1,63,56,Excellent,GIA,4701
1.01,H,SI1,61.8,57,Ideal,GIA,4701
1.06,H,SI2,62.7,58,Excellent,GIA,4701
1.06,J,VVS2,61.6,56,Ideal,GIA,4701
1.02,I,SI1,61.4,56,Ideal,GIA,4702
0.9,F,VS2,62.7,56,Excellent,GIA,4702
1.09,H,SI2,62.6,60,Very Good,GIA,4703
0.8,D,VVS2,61.1,59,Excellent,GIA,4786
1.04,H,SI2,62.5,57,Excellent,GIA,4786
0.85,E,VS1,62.3,57,Excellent,GIA,4786
1.01,G,SI1,63.1,55,Very Good,GIA,4787
1,D,SI2,62.4,58,Very Good,GIA,4787
1.1,H,SI1,63,60,Good,GIA,4788
1.01,E,SI2,62.9,58,Very Good,GIA,4789
1.01,H,SI1,62.7,55,Excellent,GIA,4789
0.74,E,IF,61.4,60,Excellent,GIA,4789
1,I,VS1,61.5,57,Ideal,GIA,4789
1.01,H,SI1,62.5,58,Excellent,GIA,4790
1.23,I,SI2,60.8,58,Excellent,GIA,4790
1.07,F,SI2,60.3,58,Very Good,GIA,4790
1.02,D,SI2,61,57,Very Good,GIA,4791
1.02,G,SI1,59.3,57,Good,GIA,4791
1.06,D,SI2,58.1,63,Very Good,GIA,4791
1.17,H,SI2,61.6,55,Ideal,GIA,4792
1.1,H,SI2,61.9,59,Excellent,GIA,4792
1.21,K,VS1,62.7,57,Very Good,GIA,4792
1.02,E,SI2,62.1,58,Very Good,GIA,4792
1.23,I,SI2,61,59,Very Good,GIA,4792
1.23,J,SI1,58,59,Good,GIA,4792
0.7,D,VVS1,62.6,57,Excellent,GIA,4792
1.01,I,SI1,60.9,58,Excellent,GIA,4792
0.9,F,VS2,63.6,58,Very Good,GIA,4792
1.25,J,SI2,61.2,56,Very Good,GIA,4865
1.04,E,SI2,62,56,Excellent,GIA,4865
1.07,H,SI1,61.4,61,Very Good,GIA,4866
1.07,H,SI1,59.7,59,Good,GIA,4866
0.8,F,VVS1,60.8,57,Ideal,GIA,4866
1.2,F,SI2,62.8,58,Excellent,AGS,4867
0.91,E,VS2,61.5,60,Excellent,GIA,4867
0.97,H,VS1,59.1,63,Good,GIA,4867
1.11,H,SI1,62.7,58,Very Good,GIA,4867
1,D,SI2,61.5,59,Very Good,GIA,4868
1,G,SI1,63.7,56,Very Good,GIA,4868
1.09,H,SI1,61.4,57,Excellent,GIA,4868
0.75,D,VVS2,62.2,57,Excellent,GIA,4868
1.28,J,SI2,62.7,57,Very Good,GIA,4869
1.3,J,SI1,62.5,57,Very Good,GIA,4869
1.1,H,SI2,62,58,Excellent,GIA,4870
1.35,K,VS2,62.2,57,Excellent,GIA,4871
1.23,J,VS2,62.4,55,Excellent,GIA,4871
1.23,J,SI1,60.2,59,Excellent,GIA,4871
1,H,SI1,61.6,60,Excellent,GIA,4871
1.05,F,SI2,62.3,56,Excellent,GIA,4872
1,H,SI1,62.8,53,Excellent,GIA,4872
1,H,SI1,62.6,56,Very Good,GIA,4872
1.13,J,VS1,62.8,58,Very Good,GIA,4874
0.92,F,VS2,62.5,56,Excellent,GIA,4874
0.91,H,VVS2,59.4,59,Excellent,GIA,4944
1.02,H,SI1,62.4,58,Excellent,GIA,4946
1.02,H,SI1,62,56,Excellent,GIA,4946
1.12,K,VS1,62.1,56,Excellent,GIA,4946
1.12,I,SI1,61.9,57,Excellent,GIA,4946
1.1,F,SI2,62.2,60,Very Good,GIA,4946
1.28,K,VS2,62,60,Excellent,GIA,4949
1,G,SI1,59.1,61,Excellent,GIA,4950
0.9,D,VS2,62.8,56,Very Good,GIA,4950
1.25,J,VS2,62.8,61,Very Good,GIA,4950
1.25,K,VS1,60.7,59,Excellent,GIA,4950
1.04,I,VS1,60.7,58,Excellent,GIA,4950
1,E,SI1,62.7,59,Excellent,GIA,4950
1,E,SI1,62.2,58,Very Good,GIA,4950
1.01,E,SI2,63.7,55,Very Good,GIA,4950
1.03,G,SI1,60.2,58,Excellent,GIA,4951
1.23,I,SI2,60.9,57,Ideal,GIA,4952
1.27,J,VS2,62.2,57,Excellent,GIA,4952
0.84,E,VS1,62,57,Excellent,GIA,4952
1.1,I,SI1,62.1,57,Excellent,GIA,4952
1.14,H,SI1,62.8,58,Good,GIA,4952
1.06,I,VS1,60.3,58,Excellent,GIA,4953
1.04,H,SI1,61.4,58,Very Good,GIA,4955
1.12,H,SI2,62.5,57,Excellent,GIA,4955
0.91,D,VS2,62,60,Very Good,GIA,4955
1,H,VS2,59.7,61,Very Good,GIA,4990
1.13,H,SI2,61.6,56,Ideal,GIA,4990
1.12,K,VVS2,62.6,58,Excellent,GIA,4990
1.01,D,SI2,59.6,59,Very Good,GIA,4990
1.01,G,SI1,61.4,61,Very Good,GIA,4990
1.11,E,SI2,59.4,61,Very Good,GIA,4991
1.07,J,VS1,63.1,56,Very Good,GIA,4991
1.51,K,SI2,61.4,55,Excellent,GIA,4991
1.03,I,VS1,59.4,57,Excellent,GIA,4992
1.08,I,SI1,62.3,57,Excellent,GIA,4994
1.2,I,SI2,60.8,57,Excellent,GIA,4994
1.26,G,SI2,62.2,60,Good,GIA,4995
1.06,H,SI2,62.6,57,Excellent,GIA,4996
0.92,I,IF,62,55,Excellent,GIA,4996
1.02,K,IF,61.6,58,Excellent,GIA,4997
1.04,E,SI2,61.3,59,Very Good,GIA,4997
1.18,F,SI2,63.6,53,Very Good,AGS,4997
1,H,VS1,63.5,58,Good,GIA,4997
1.13,I,VS2,61.4,61,Good,GIA,4999
1.01,E,SI1,61.4,61,Very Good,GIA,5000
0.9,F,VS1,63,57,Excellent,GIA,5000
1.01,E,SI1,59.5,59,Good,GIA,5000
1.1,E,SI2,60.6,62,Very Good,GIA,5002
1.1,E,SI2,58.1,61,Good,GIA,5002
1.12,E,SI2,61.7,60,Excellent,GIA,5002
0.9,F,VS1,62.8,57,Excellent,GIA,5002
1,H,SI1,63.2,56,Very Good,GIA,5002
1,H,SI1,60,62,Excellent,GIA,5002
1,H,SI1,61.8,58,Excellent,GIA,5002
1.2,G,SI2,63,59,Good,GIA,5003
1.2,H,SI1,61.6,58,Excellent,GIA,5003
1.07,H,SI1,62.6,61,Very Good,GIA,5003
1.27,J,VS2,61.8,58,Excellent,GIA,5004
1.2,H,SI2,62.6,56,Very Good,GIA,5004
1.22,G,SI2,61.2,60,Excellent,GIA,5004
0.97,D,SI1,59.4,57,Very Good,GIA,5005
1,F,SI1,62.2,57,Very Good,GIA,5005
1,F,SI1,62.3,55,Very Good,GIA,5005
1,F,SI1,59.4,62,Good,GIA,5005
1,F,SI1,61.9,59,Very Good,GIA,5005
1,F,SI1,60.9,60,Very Good,GIA,5005
1.23,H,SI2,60.5,61,Very Good,GIA,5006
1.08,E,SI2,62.9,57,Very Good,GIA,5006
1.01,H,SI1,61.7,58,Excellent,GIA,5007
1.09,H,SI1,62.5,58,Excellent,GIA,5007
1.08,G,SI2,60,60,Excellent,GIA,5008
1.12,I,VS2,61.8,59,Excellent,GIA,5008
1.03,I,VS1,62.5,57,Excellent,GIA,5080
1.03,F,SI2,59.5,59,Very Good,GIA,5081
1.03,E,SI2,62.2,57,Excellent,GIA,5082
1.25,J,VS2,62.2,60,Very Good,GIA,5082
1.12,I,VS2,62.4,57,Very Good,GIA,5082
1.05,I,VS2,61.6,56,Ideal,GIA,5082
1.01,G,SI1,62.8,56,Very Good,GIA,5083
1.01,D,SI2,62.2,55,Very Good,GIA,5083
1.01,G,SI1,60,61,Very Good,GIA,5083
1.01,G,SI1,62.6,58,Good,GIA,5083
1.01,G,SI1,62,56,Excellent,GIA,5083
1.01,D,SI2,63.4,57,Very Good,GIA,5083
1.01,D,SI2,59.5,61,Very Good,GIA,5083
1.21,F,SI2,63.9,56,Good,GIA,5083
1.21,H,SI2,62.2,57,Excellent,GIA,5084
1.08,I,VS2,61.5,56,Ideal,GIA,5085
0.81,D,VS1,62.5,56,Excellent,GIA,5085
1.02,G,SI2,62.5,57,Excellent,GIA,5086
1,E,SI1,62.4,56,Excellent,GIA,5086
1,E,SI1,62.7,58,Very Good,GIA,5086
1.21,I,SI2,61.9,57,Ideal,GIA,5087
1.01,E,SI1,62.7,56,Very Good,GIA,5089
1.01,F,SI1,62.8,55,Very Good,GIA,5089
0.93,E,SI1,62.7,54,Excellent,GIA,5089
1.01,E,SI1,63.7,54,Very Good,GIA,5090
1.18,J,VS1,61.5,55,Excellent,AGS,5183
1.03,G,SI1,60.4,56,Very Good,GIA,5183
1.03,G,SI1,62.6,57,Excellent,GIA,5183
1.03,G,SI1,59.2,60,Very Good,GIA,5183
1.06,D,SI2,58.1,62,Good,GIA,5184
0.87,E,VS1,61.5,55,Ideal,GIA,5184
1.14,G,SI2,61.7,57,Ideal,GIA,5184
1.37,J,SI2,61,61,Very Good,GIA,5184
1.05,H,SI1,62.8,56,Excellent,GIA,5184
1.58,K,SI1,62.5,56,Excellent,GIA,5185
1.22,I,SI2,62,58,Excellent,GIA,5185
1.04,G,SI1,62.4,56,Excellent,GIA,5186
1.16,I,VS2,61.4,58,Excellent,GIA,5187
1.31,J,VS2,61.9,62,Good,GIA,5188
1.1,K,VVS2,61.7,58,Excellent,GIA,5188
1.23,I,SI2,61.3,60,Very Good,GIA,5189
1.26,J,VS2,62,60,Excellent,GIA,5189
1.02,F,SI2,62.3,56,Excellent,GIA,5189
1.15,H,SI2,62.5,55,Very Good,GIA,5189
1.15,I,SI1,59.4,58,Excellent,GIA,5189
0.9,D,VS2,60.9,59,Excellent,GIA,5190
1.14,D,SI2,59.4,57,Very Good,GIA,5190
1.21,H,SI2,61.1,57,Ideal,GIA,5191
0.9,F,VS1,59.3,61,Very Good,GIA,5191
1.4,J,SI2,60.2,58,Excellent,GIA,5192
0.97,D,SI1,59,54,Excellent,GIA,5292
1.28,H,SI1,61.7,57,Ideal,GIA,5293
0.81,D,VVS2,60.5,58,Excellent,GIA,5294
1.01,F,SI1,62.7,56,Very Good,GIA,5294
1.01,E,SI2,60.3,60,Very Good,GIA,5294
1.01,H,SI1,60.8,59,Excellent,GIA,5294
1.26,J,VS2,62.5,56,Excellent,GIA,5295
1.16,G,SI2,62.2,56,Excellent,GIA,5295
1.31,I,SI2,62.4,61,Very Good,GIA,5296
1.12,G,SI1,62.4,57,Very Good,GIA,5296
0.9,H,VVS2,62.1,57,Excellent,GIA,5296
1,F,SI1,62.3,57,Excellent,GIA,5297
1.2,I,SI1,63,57,Excellent,GIA,5298
1.21,I,SI2,60.9,57,Excellent,GIA,5299
1.53,K,SI1,63.2,60,Very Good,GIA,5300
1.2,F,SI2,60.6,58,Very Good,GIA,5300
1.04,H,VS2,62.7,61,Very Good,GIA,5300
1.04,F,SI1,61.8,61,Very Good,GIA,5300
1.5,K,VS2,60.8,59,Excellent,GIA,5301
1.02,H,VS2,62.5,55,Excellent,GIA,5301
1.02,H,VS2,59.9,58,Very Good,GIA,5301
1.03,F,SI1,61.8,58,Excellent,GIA,5302
1.16,G,SI2,61.2,57,Very Good,GIA,5303
1.01,G,VS2,62.8,58,Good,GIA,5304
1.32,I,SI2,61.7,58,Excellent,GIA,5304
1.04,H,VS2,62,58,Excellent,GIA,5405
1.18,J,VS2,61.8,58,Excellent,GIA,5406
1.28,J,VS2,62,58,Excellent,GIA,5407
1.13,H,SI1,62.1,58,Very Good,GIA,5407
1.13,H,SI1,61.5,56,Excellent,GIA,5407
1.11,H,SI1,62.4,56,Very Good,GIA,5408
1.12,G,SI1,59.8,58,Excellent,GIA,5411
1.28,K,VVS2,60.5,58,Excellent,GIA,5412
1.28,I,SI2,60.2,59,Excellent,GIA,5412
1.01,E,SI2,61.6,59,Excellent,GIA,5413
1.25,G,SI2,62,57,Excellent,GIA,5414
1.22,H,SI2,59.4,62,Excellent,GIA,5414
1.39,J,SI1,62.2,56,Excellent,AGS,5416
1.01,F,SI1,61.7,56,Excellent,GIA,5416
1.01,F,SI1,61.6,56,Very Good,GIA,5416
1.01,F,SI1,59,60,Very Good,GIA,5416
1.01,E,SI1,62.3,57,Excellent,GIA,5416
1.01,F,SI2,62.3,57,Excellent,GIA,5416
1.01,I,VS2,62.4,60,Very Good,GIA,5416
1.01,H,VS2,61.7,55,Ideal,GIA,5416
1.3,J,SI2,59.4,59,Excellent,GIA,5417
1.02,E,SI1,61,60,Very Good,GIA,5417
1.5,K,SI1,61.2,57,Very Good,GIA,5417
0.8,F,IF,62.6,58,Excellent,GIA,5418
1.29,I,SI2,61.2,59,Excellent,GIA,5418
1,E,SI1,63.7,55,Very Good,GIA,5535
1.41,J,SI2,62.2,60,Very Good,GIA,5536
1.1,G,SI1,61.1,57,Very Good,GIA,5536
1.22,G,SI2,60.4,60,Very Good,GIA,5541
1.3,I,SI2,61,58,Excellent,GIA,5541
1.6,K,SI1,63.3,57,Very Good,GIA,5542
1.02,F,SI1,62.5,55,Very Good,GIA,5543
